,ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Faturamento,Formua de Venda,Regiao
94459,94460,2023-02-17,São Paulo,Teclado Mecânico,250.0,1,Cliente_13673,250.0,Presencial,Sudeste
94473,94474,2024-01-14,São Paulo,Mouse Gamer,120.0,1,Cliente_12178,120.0,Presencial,Sudeste
94475,94476,2024-10-14,São Paulo,iPhone 14,5500.0,3,Cliente_26801,16500.0,Presencial,Sudeste
94476,94477,2024-05-05,São Paulo,Cabo HDMI,40.0,1,Cliente_27161,40.0,Presencial,Sudeste
94480,94481,2024-07-27,São Paulo,"Monitor 27""",1200.0,1,Cliente_26835,1200.0,Presencial,Sudeste
94481,94482,2024-05-13,São Paulo,iPhone 14,5500.0,2,Cliente_10365,11000.0,Presencial,Sudeste
94487,94488,2023-01-14,São Paulo,Notebook Dell,3500.0,1,Cliente_8982,3500.0,Presencial,Sudeste
94494,94495,2024-02-18,São Paulo,Notebook HP,3200.0,5,Cliente_1560,16000.0,Presencial,Sudeste
94497,94498,2024-09-05,São Paulo,Notebook HP,3200.0,3,Cliente_8408,9600.0,Presencial,Sudeste
94499,94500,2023-10-03,São Paulo,Teclado Mecânico,250.0,1,Cliente_27142,250.0,Presencial,Sudeste
94505,94506,2023-04-02,São Paulo,Cabo HDMI,40.0,1,Cliente_29707,40.0,Presencial,Sudeste
94507,94508,2024-03-04,São Paulo,Notebook HP,3200.0,1,Cliente_7705,3200.0,Presencial,Sudeste
94519,94520,2023-04-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_6789,250.0,Presencial,Sudeste
94524,94525,2023-07-25,São Paulo,iPhone 14,5500.0,1,Cliente_23822,5500.0,Presencial,Sudeste
94532,94533,2023-08-17,São Paulo,Mouse Gamer,120.0,1,Cliente_15268,120.0,Presencial,Sudeste
94537,94538,2023-11-18,São Paulo,Cabo HDMI,40.0,1,Cliente_11428,40.0,Presencial,Sudeste
94544,94545,2024-01-09,São Paulo,Teclado Mecânico,250.0,1,Cliente_11186,250.0,Presencial,Sudeste
94550,94551,2023-03-06,São Paulo,Mouse Gamer,120.0,1,Cliente_16143,120.0,Presencial,Sudeste
94573,94574,2023-04-05,São Paulo,Teclado Mecânico,250.0,2,Cliente_29581,500.0,Presencial,Sudeste
94574,94575,2023-04-28,São Paulo,iPhone 14,5500.0,1,Cliente_10885,5500.0,Presencial,Sudeste
94578,94579,2023-07-01,São Paulo,Mouse Gamer,120.0,1,Cliente_5330,120.0,Presencial,Sudeste
94583,94584,2023-02-23,São Paulo,Mouse Gamer,120.0,1,Cliente_18491,120.0,Presencial,Sudeste
94591,94592,2024-06-07,São Paulo,iPhone 14,5500.0,1,Cliente_29087,5500.0,Presencial,Sudeste
94597,94598,2023-01-07,São Paulo,Notebook HP,3200.0,1,Cliente_13750,3200.0,Presencial,Sudeste
94601,94602,2024-01-29,São Paulo,"Monitor 27""",1200.0,1,Cliente_21531,1200.0,Presencial,Sudeste
94603,94604,2024-04-21,São Paulo,Notebook Dell,3500.0,3,Cliente_29618,10500.0,Presencial,Sudeste
94606,94607,2024-12-30,São Paulo,Notebook HP,3200.0,1,Cliente_5905,3200.0,Presencial,Sudeste
94615,94616,2024-10-09,São Paulo,Mouse Gamer,120.0,1,Cliente_3507,120.0,Presencial,Sudeste
94622,94623,2023-04-14,São Paulo,iPhone 14,5500.0,1,Cliente_8980,5500.0,Presencial,Sudeste
94647,94648,2023-07-02,São Paulo,Smartphone Samsung,2200.0,1,Cliente_25701,2200.0,Presencial,Sudeste
94651,94652,2023-06-26,São Paulo,Teclado Mecânico,250.0,1,Cliente_9940,250.0,Presencial,Sudeste
94652,94653,2024-04-16,São Paulo,Teclado Mecânico,250.0,2,Cliente_7012,500.0,Presencial,Sudeste
94658,94659,2024-02-25,São Paulo,Notebook Dell,3500.0,1,Cliente_19223,3500.0,Presencial,Sudeste
94667,94668,2023-10-23,São Paulo,Teclado Mecânico,250.0,1,Cliente_22640,250.0,Presencial,Sudeste
94675,94676,2023-10-23,São Paulo,iPhone 14,5500.0,1,Cliente_13896,5500.0,Presencial,Sudeste
94686,94687,2024-08-17,São Paulo,Mouse Gamer,120.0,1,Cliente_22030,120.0,Presencial,Sudeste
94691,94692,2023-12-08,São Paulo,Notebook Dell,3500.0,1,Cliente_9603,3500.0,Presencial,Sudeste
94699,94700,2024-04-23,São Paulo,Notebook HP,3200.0,1,Cliente_24426,3200.0,Presencial,Sudeste
94726,94727,2023-02-03,São Paulo,iPhone 14,5500.0,1,Cliente_10651,5500.0,Presencial,Sudeste
94728,94729,2024-11-06,São Paulo,iPhone 14,5500.0,1,Cliente_24121,5500.0,Presencial,Sudeste
94732,94733,2023-04-12,São Paulo,Cabo HDMI,40.0,3,Cliente_24841,120.0,Presencial,Sudeste
94733,94734,2023-03-06,São Paulo,Notebook HP,3200.0,1,Cliente_5448,3200.0,Presencial,Sudeste
94734,94735,2024-12-19,São Paulo,iPhone 14,5500.0,1,Cliente_12059,5500.0,Presencial,Sudeste
94738,94739,2024-03-09,São Paulo,Mouse Gamer,120.0,1,Cliente_1581,120.0,Presencial,Sudeste
94741,94742,2023-12-02,São Paulo,Notebook HP,3200.0,1,Cliente_4377,3200.0,Presencial,Sudeste
94753,94754,2023-08-16,São Paulo,Notebook HP,3200.0,1,Cliente_21092,3200.0,Presencial,Sudeste
94762,94763,2024-02-15,São Paulo,Smartphone Samsung,2200.0,5,Cliente_24212,11000.0,Presencial,Sudeste
94770,94771,2023-08-19,São Paulo,Smartphone Samsung,2200.0,2,Cliente_13548,4400.0,Presencial,Sudeste
94777,94778,2024-04-24,São Paulo,Notebook HP,3200.0,1,Cliente_18152,3200.0,Presencial,Sudeste
94783,94784,2023-04-21,São Paulo,Smartphone Samsung,2200.0,2,Cliente_5376,4400.0,Presencial,Sudeste
94791,94792,2023-12-01,São Paulo,Mouse Gamer,120.0,1,Cliente_16389,120.0,Presencial,Sudeste
94809,94810,2024-09-18,São Paulo,iPhone 14,5500.0,1,Cliente_26917,5500.0,Presencial,Sudeste
94813,94814,2024-06-03,São Paulo,Cabo HDMI,40.0,1,Cliente_27590,40.0,Presencial,Sudeste
94819,94820,2024-06-21,São Paulo,Cabo HDMI,40.0,3,Cliente_15828,120.0,Presencial,Sudeste
94820,94821,2024-07-14,São Paulo,Notebook Dell,3500.0,2,Cliente_28321,7000.0,Presencial,Sudeste
94857,94858,2024-03-22,São Paulo,Notebook HP,3200.0,1,Cliente_25677,3200.0,Presencial,Sudeste
94874,94875,2024-12-01,São Paulo,"Monitor 27""",1200.0,1,Cliente_7265,1200.0,Presencial,Sudeste
94887,94888,2023-06-21,São Paulo,Mouse Gamer,120.0,1,Cliente_3398,120.0,Presencial,Sudeste
94890,94891,2024-10-25,São Paulo,Notebook HP,3200.0,1,Cliente_8146,3200.0,Presencial,Sudeste
94902,94903,2023-11-05,São Paulo,Smartphone Samsung,2200.0,3,Cliente_14339,6600.0,Presencial,Sudeste
94903,94904,2023-12-12,São Paulo,Cabo HDMI,40.0,1,Cliente_17197,40.0,Presencial,Sudeste
94907,94908,2023-07-11,São Paulo,Teclado Mecânico,250.0,3,Cliente_24731,750.0,Presencial,Sudeste
94909,94910,2023-10-01,São Paulo,Mouse Gamer,120.0,2,Cliente_22294,240.0,Presencial,Sudeste
94914,94915,2024-02-25,São Paulo,iPhone 14,5500.0,1,Cliente_25170,5500.0,Presencial,Sudeste
94938,94939,2024-03-10,São Paulo,Notebook HP,3200.0,2,Cliente_12563,6400.0,Presencial,Sudeste
94939,94940,2024-07-06,São Paulo,Smartphone Samsung,2200.0,1,Cliente_19517,2200.0,Presencial,Sudeste
94942,94943,2023-11-28,São Paulo,Notebook HP,3200.0,1,Cliente_4240,3200.0,Presencial,Sudeste
94945,94946,2024-04-08,São Paulo,iPhone 14,5500.0,1,Cliente_28339,5500.0,Presencial,Sudeste
94997,94998,2024-06-01,São Paulo,Notebook Dell,3500.0,1,Cliente_21198,3500.0,Presencial,Sudeste
95019,95020,2023-06-01,São Paulo,Teclado Mecânico,250.0,2,Cliente_25939,500.0,Presencial,Sudeste
95020,95021,2024-04-27,São Paulo,iPhone 14,5500.0,1,Cliente_25107,5500.0,Presencial,Sudeste
95026,95027,2024-03-26,São Paulo,Notebook Dell,3500.0,1,Cliente_361,3500.0,Presencial,Sudeste
95029,95030,2024-11-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_3997,1200.0,Presencial,Sudeste
95030,95031,2023-08-16,São Paulo,Teclado Mecânico,250.0,1,Cliente_13191,250.0,Presencial,Sudeste
95043,95044,2024-12-10,São Paulo,Mouse Gamer,120.0,1,Cliente_10581,120.0,Presencial,Sudeste
95051,95052,2023-07-26,São Paulo,Teclado Mecânico,250.0,1,Cliente_14472,250.0,Presencial,Sudeste
95052,95053,2024-06-12,São Paulo,Mouse Gamer,120.0,2,Cliente_4328,240.0,Presencial,Sudeste
95054,95055,2023-04-08,São Paulo,Notebook Dell,3500.0,5,Cliente_27726,17500.0,Presencial,Sudeste
95059,95060,2023-10-27,São Paulo,Mouse Gamer,120.0,1,Cliente_6896,120.0,Presencial,Sudeste
95109,95110,2023-05-04,São Paulo,Teclado Mecânico,250.0,2,Cliente_7247,500.0,Presencial,Sudeste
95113,95114,2023-06-28,São Paulo,Mouse Gamer,120.0,1,Cliente_14411,120.0,Presencial,Sudeste
95116,95117,2023-01-13,São Paulo,Notebook Dell,3500.0,1,Cliente_7447,3500.0,Presencial,Sudeste
95117,95118,2023-02-06,São Paulo,Smartphone Samsung,2200.0,1,Cliente_29358,2200.0,Presencial,Sudeste
95121,95122,2023-08-05,São Paulo,iPhone 14,5500.0,1,Cliente_16160,5500.0,Presencial,Sudeste
95125,95126,2023-11-29,São Paulo,Teclado Mecânico,250.0,1,Cliente_6490,250.0,Presencial,Sudeste
95131,95132,2023-04-22,São Paulo,iPhone 14,5500.0,1,Cliente_25731,5500.0,Presencial,Sudeste
95132,95133,2023-01-19,São Paulo,Cabo HDMI,40.0,3,Cliente_17421,120.0,Presencial,Sudeste
95133,95134,2023-11-15,São Paulo,Mouse Gamer,120.0,1,Cliente_6110,120.0,Presencial,Sudeste
95135,95136,2024-12-20,São Paulo,"Monitor 27""",1200.0,1,Cliente_7810,1200.0,Presencial,Sudeste
95138,95139,2023-02-27,São Paulo,Teclado Mecânico,250.0,2,Cliente_16644,500.0,Presencial,Sudeste
95139,95140,2023-04-13,São Paulo,Notebook Dell,3500.0,1,Cliente_28589,3500.0,Presencial,Sudeste
95144,95145,2024-11-25,São Paulo,Teclado Mecânico,250.0,1,Cliente_25516,250.0,Presencial,Sudeste
95150,95151,2023-07-19,São Paulo,"Monitor 27""",1200.0,1,Cliente_25206,1200.0,Presencial,Sudeste
95154,95155,2023-01-09,São Paulo,Notebook Dell,3500.0,1,Cliente_942,3500.0,Presencial,Sudeste
95155,95156,2023-02-16,São Paulo,Teclado Mecânico,250.0,1,Cliente_5580,250.0,Presencial,Sudeste
95159,95160,2023-01-03,São Paulo,Smartphone Samsung,2200.0,2,Cliente_18831,4400.0,Presencial,Sudeste
95176,95177,2024-11-21,São Paulo,Notebook HP,3200.0,1,Cliente_16284,3200.0,Presencial,Sudeste
95184,95185,2024-05-10,São Paulo,iPhone 14,5500.0,1,Cliente_13189,5500.0,Presencial,Sudeste
95186,95187,2023-07-23,São Paulo,"Monitor 27""",1200.0,2,Cliente_3938,2400.0,Presencial,Sudeste
95195,95196,2024-06-21,São Paulo,Mouse Gamer,120.0,1,Cliente_28801,120.0,Presencial,Sudeste
95197,95198,2024-10-03,São Paulo,Notebook Dell,3500.0,2,Cliente_14911,7000.0,Presencial,Sudeste
95198,95199,2023-11-06,São Paulo,Cabo HDMI,40.0,1,Cliente_26181,40.0,Presencial,Sudeste
95205,95206,2024-01-04,São Paulo,Mouse Gamer,120.0,1,Cliente_10008,120.0,Presencial,Sudeste
95208,95209,2023-06-05,São Paulo,Smartphone Samsung,2200.0,3,Cliente_7373,6600.0,Presencial,Sudeste
95214,95215,2024-05-21,São Paulo,iPhone 14,5500.0,1,Cliente_26548,5500.0,Presencial,Sudeste
95217,95218,2023-01-14,São Paulo,"Monitor 27""",1200.0,1,Cliente_5621,1200.0,Presencial,Sudeste
95227,95228,2023-12-06,São Paulo,Teclado Mecânico,250.0,1,Cliente_26361,250.0,Presencial,Sudeste
95229,95230,2023-08-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_1784,250.0,Presencial,Sudeste
95240,95241,2024-07-16,São Paulo,Mouse Gamer,120.0,1,Cliente_16897,120.0,Presencial,Sudeste
95245,95246,2023-09-26,São Paulo,Notebook HP,3200.0,2,Cliente_24450,6400.0,Presencial,Sudeste
95252,95253,2023-08-31,São Paulo,Teclado Mecânico,250.0,1,Cliente_20961,250.0,Presencial,Sudeste
95255,95256,2024-02-16,São Paulo,Cabo HDMI,40.0,1,Cliente_15993,40.0,Presencial,Sudeste
95282,95283,2023-11-13,São Paulo,iPhone 14,5500.0,1,Cliente_22265,5500.0,Presencial,Sudeste
95283,95284,2023-03-12,São Paulo,"Monitor 27""",1200.0,1,Cliente_24760,1200.0,Presencial,Sudeste
95286,95287,2024-12-13,São Paulo,Smartphone Samsung,2200.0,1,Cliente_25091,2200.0,Presencial,Sudeste
95288,95289,2023-10-05,São Paulo,Notebook Dell,3500.0,1,Cliente_107,3500.0,Presencial,Sudeste
95290,95291,2023-07-14,São Paulo,Notebook Dell,3500.0,1,Cliente_17078,3500.0,Presencial,Sudeste
95296,95297,2023-07-05,São Paulo,"Monitor 27""",1200.0,1,Cliente_645,1200.0,Presencial,Sudeste
95298,95299,2024-10-31,São Paulo,Teclado Mecânico,250.0,2,Cliente_21408,500.0,Presencial,Sudeste
95307,95308,2023-10-10,São Paulo,Mouse Gamer,120.0,2,Cliente_4841,240.0,Presencial,Sudeste
95346,95347,2023-09-21,São Paulo,Notebook HP,3200.0,1,Cliente_28176,3200.0,Presencial,Sudeste
95347,95348,2023-12-09,São Paulo,"Monitor 27""",1200.0,1,Cliente_16325,1200.0,Presencial,Sudeste
95358,95359,2024-01-31,São Paulo,Teclado Mecânico,250.0,2,Cliente_1199,500.0,Presencial,Sudeste
95362,95363,2024-09-24,São Paulo,Smartphone Samsung,2200.0,1,Cliente_15879,2200.0,Presencial,Sudeste
95363,95364,2023-06-22,São Paulo,Notebook HP,3200.0,1,Cliente_1449,3200.0,Presencial,Sudeste
95371,95372,2024-11-20,São Paulo,Notebook HP,3200.0,2,Cliente_15627,6400.0,Presencial,Sudeste
95374,95375,2024-07-27,São Paulo,iPhone 14,5500.0,1,Cliente_1689,5500.0,Presencial,Sudeste
95376,95377,2023-06-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_16678,1200.0,Presencial,Sudeste
95380,95381,2023-12-12,São Paulo,Cabo HDMI,40.0,2,Cliente_13966,80.0,Presencial,Sudeste
95393,95394,2023-11-19,São Paulo,Notebook Dell,3500.0,1,Cliente_5263,3500.0,Presencial,Sudeste
95400,95401,2023-08-27,São Paulo,iPhone 14,5500.0,2,Cliente_23552,11000.0,Presencial,Sudeste
95409,95410,2023-06-27,São Paulo,Notebook Dell,3500.0,1,Cliente_7137,3500.0,Presencial,Sudeste
95414,95415,2024-12-23,São Paulo,"Monitor 27""",1200.0,1,Cliente_23522,1200.0,Presencial,Sudeste
95417,95418,2024-12-24,São Paulo,Smartphone Samsung,2200.0,1,Cliente_11738,2200.0,Presencial,Sudeste
95429,95430,2023-08-14,São Paulo,Cabo HDMI,40.0,1,Cliente_12971,40.0,Presencial,Sudeste
95443,95444,2023-09-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_14644,250.0,Presencial,Sudeste
95446,95447,2024-12-11,São Paulo,Teclado Mecânico,250.0,1,Cliente_4319,250.0,Presencial,Sudeste
95450,95451,2023-06-16,São Paulo,iPhone 14,5500.0,1,Cliente_19279,5500.0,Presencial,Sudeste
95453,95454,2023-03-26,São Paulo,"Monitor 27""",1200.0,1,Cliente_3015,1200.0,Presencial,Sudeste
95466,95467,2023-05-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_28837,250.0,Presencial,Sudeste
95475,95476,2024-05-29,São Paulo,Mouse Gamer,120.0,1,Cliente_18911,120.0,Presencial,Sudeste
95477,95478,2024-05-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_28613,1200.0,Presencial,Sudeste
95488,95489,2024-04-30,São Paulo,Notebook Dell,3500.0,1,Cliente_28666,3500.0,Presencial,Sudeste
95491,95492,2023-08-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_13155,250.0,Presencial,Sudeste
95492,95493,2024-06-01,São Paulo,"Monitor 27""",1200.0,2,Cliente_3,2400.0,Presencial,Sudeste
95505,95506,2023-09-08,São Paulo,Teclado Mecânico,250.0,1,Cliente_7062,250.0,Presencial,Sudeste
95513,95514,2024-08-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_23033,1200.0,Presencial,Sudeste
95516,95517,2023-02-22,São Paulo,Notebook Dell,3500.0,1,Cliente_9585,3500.0,Presencial,Sudeste
95531,95532,2024-12-04,São Paulo,Teclado Mecânico,250.0,1,Cliente_16965,250.0,Presencial,Sudeste
95532,95533,2024-11-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_16410,250.0,Presencial,Sudeste
95541,95542,2024-08-08,São Paulo,Teclado Mecânico,250.0,1,Cliente_3533,250.0,Presencial,Sudeste
95551,95552,2024-12-07,São Paulo,Notebook HP,3200.0,1,Cliente_19618,3200.0,Presencial,Sudeste
95555,95556,2023-04-20,São Paulo,Teclado Mecânico,250.0,1,Cliente_3662,250.0,Presencial,Sudeste
95570,95571,2024-02-12,São Paulo,Mouse Gamer,120.0,1,Cliente_18037,120.0,Presencial,Sudeste
95572,95573,2023-01-10,São Paulo,iPhone 14,5500.0,2,Cliente_1957,11000.0,Presencial,Sudeste
95574,95575,2024-04-25,São Paulo,Smartphone Samsung,2200.0,1,Cliente_14821,2200.0,Presencial,Sudeste
95578,95579,2023-07-20,São Paulo,"Monitor 27""",1200.0,1,Cliente_15724,1200.0,Presencial,Sudeste
95594,95595,2024-12-06,São Paulo,Mouse Gamer,120.0,1,Cliente_18583,120.0,Presencial,Sudeste
95601,95602,2024-01-21,São Paulo,Notebook HP,3200.0,1,Cliente_17931,3200.0,Presencial,Sudeste
95604,95605,2024-08-29,São Paulo,Notebook Dell,3500.0,5,Cliente_21802,17500.0,Presencial,Sudeste
95616,95617,2024-04-01,São Paulo,Cabo HDMI,40.0,1,Cliente_20108,40.0,Presencial,Sudeste
95620,95621,2023-08-28,São Paulo,Teclado Mecânico,250.0,5,Cliente_15846,1250.0,Presencial,Sudeste
95623,95624,2023-11-04,São Paulo,Cabo HDMI,40.0,2,Cliente_23382,80.0,Presencial,Sudeste
95629,95630,2023-09-04,São Paulo,Notebook HP,3200.0,5,Cliente_21842,16000.0,Presencial,Sudeste
95632,95633,2023-10-28,São Paulo,iPhone 14,5500.0,2,Cliente_3238,11000.0,Presencial,Sudeste
95633,95634,2024-01-27,São Paulo,Notebook HP,3200.0,1,Cliente_14976,3200.0,Presencial,Sudeste
95641,95642,2024-07-25,São Paulo,Teclado Mecânico,250.0,1,Cliente_1672,250.0,Presencial,Sudeste
95647,95648,2024-01-31,São Paulo,Smartphone Samsung,2200.0,1,Cliente_24048,2200.0,Presencial,Sudeste
95660,95661,2023-02-21,São Paulo,"Monitor 27""",1200.0,1,Cliente_21760,1200.0,Presencial,Sudeste
95686,95687,2024-03-23,São Paulo,Notebook Dell,3500.0,2,Cliente_16972,7000.0,Presencial,Sudeste
95688,95689,2024-10-10,São Paulo,Mouse Gamer,120.0,1,Cliente_27799,120.0,Presencial,Sudeste
95695,95696,2024-02-13,São Paulo,Notebook HP,3200.0,1,Cliente_5823,3200.0,Presencial,Sudeste
95696,95697,2024-04-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_5224,250.0,Presencial,Sudeste
95704,95705,2024-12-14,São Paulo,"Monitor 27""",1200.0,2,Cliente_18140,2400.0,Presencial,Sudeste
95707,95708,2023-01-27,São Paulo,Notebook HP,3200.0,1,Cliente_4871,3200.0,Presencial,Sudeste
95710,95711,2023-07-08,São Paulo,Smartphone Samsung,2200.0,2,Cliente_19783,4400.0,Presencial,Sudeste
95712,95713,2024-10-01,São Paulo,Notebook Dell,3500.0,1,Cliente_10076,3500.0,Presencial,Sudeste
95724,95725,2024-06-01,São Paulo,iPhone 14,5500.0,1,Cliente_25765,5500.0,Presencial,Sudeste
95728,95729,2024-10-24,São Paulo,Notebook Dell,3500.0,1,Cliente_26255,3500.0,Presencial,Sudeste
95731,95732,2024-02-16,São Paulo,Notebook Dell,3500.0,1,Cliente_6966,3500.0,Presencial,Sudeste
95738,95739,2024-04-07,São Paulo,Mouse Gamer,120.0,1,Cliente_16184,120.0,Presencial,Sudeste
95739,95740,2023-08-16,São Paulo,Cabo HDMI,40.0,1,Cliente_19682,40.0,Presencial,Sudeste
95740,95741,2023-05-12,São Paulo,Notebook HP,3200.0,2,Cliente_21802,6400.0,Presencial,Sudeste
95745,95746,2023-01-28,São Paulo,Notebook HP,3200.0,1,Cliente_12110,3200.0,Presencial,Sudeste
95750,95751,2024-07-18,São Paulo,Notebook Dell,3500.0,3,Cliente_20552,10500.0,Presencial,Sudeste
95757,95758,2023-10-21,São Paulo,Cabo HDMI,40.0,1,Cliente_25081,40.0,Presencial,Sudeste
95761,95762,2024-12-02,São Paulo,Teclado Mecânico,250.0,1,Cliente_15994,250.0,Presencial,Sudeste
95763,95764,2023-01-17,São Paulo,Teclado Mecânico,250.0,10,Cliente_6352,2500.0,Presencial,Sudeste
95776,95777,2024-02-14,São Paulo,iPhone 14,5500.0,3,Cliente_25465,16500.0,Presencial,Sudeste
95779,95780,2023-02-27,São Paulo,iPhone 14,5500.0,1,Cliente_29546,5500.0,Presencial,Sudeste
95783,95784,2024-01-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_446,1200.0,Presencial,Sudeste
95789,95790,2024-02-22,São Paulo,Notebook Dell,3500.0,3,Cliente_22777,10500.0,Presencial,Sudeste
95792,95793,2023-07-21,São Paulo,Teclado Mecânico,250.0,1,Cliente_11800,250.0,Presencial,Sudeste
95795,95796,2023-09-30,São Paulo,iPhone 14,5500.0,1,Cliente_26329,5500.0,Presencial,Sudeste
95802,95803,2023-11-30,São Paulo,Notebook HP,3200.0,1,Cliente_558,3200.0,Presencial,Sudeste
95805,95806,2024-09-21,São Paulo,Notebook Dell,3500.0,1,Cliente_27756,3500.0,Presencial,Sudeste
95814,95815,2024-09-07,São Paulo,Mouse Gamer,120.0,1,Cliente_297,120.0,Presencial,Sudeste
95832,95833,2024-08-31,São Paulo,Notebook HP,3200.0,1,Cliente_24268,3200.0,Presencial,Sudeste
95838,95839,2024-04-15,São Paulo,Smartphone Samsung,2200.0,1,Cliente_5914,2200.0,Presencial,Sudeste
95841,95842,2024-05-04,São Paulo,iPhone 14,5500.0,1,Cliente_26149,5500.0,Presencial,Sudeste
95851,95852,2023-10-18,São Paulo,Notebook Dell,3500.0,3,Cliente_14337,10500.0,Presencial,Sudeste
95853,95854,2023-03-05,São Paulo,iPhone 14,5500.0,1,Cliente_16457,5500.0,Presencial,Sudeste
95855,95856,2024-05-15,São Paulo,iPhone 14,5500.0,1,Cliente_21963,5500.0,Presencial,Sudeste
95880,95881,2023-04-19,São Paulo,Smartphone Samsung,2200.0,1,Cliente_15336,2200.0,Presencial,Sudeste
95881,95882,2024-11-20,São Paulo,"Monitor 27""",1200.0,1,Cliente_11988,1200.0,Presencial,Sudeste
95899,95900,2023-12-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_14372,1200.0,Presencial,Sudeste
95900,95901,2024-10-25,São Paulo,Mouse Gamer,120.0,3,Cliente_20661,360.0,Presencial,Sudeste
95903,95904,2024-03-31,São Paulo,Notebook Dell,3500.0,1,Cliente_4748,3500.0,Presencial,Sudeste
95904,95905,2023-01-11,São Paulo,Notebook HP,3200.0,2,Cliente_2196,6400.0,Presencial,Sudeste
95909,95910,2024-06-25,São Paulo,Notebook Dell,3500.0,1,Cliente_24761,3500.0,Presencial,Sudeste
95921,95922,2023-11-22,São Paulo,Smartphone Samsung,2200.0,1,Cliente_27241,2200.0,Presencial,Sudeste
95930,95931,2024-01-03,São Paulo,"Monitor 27""",1200.0,1,Cliente_3907,1200.0,Presencial,Sudeste
95933,95934,2023-09-24,São Paulo,Teclado Mecânico,250.0,2,Cliente_6507,500.0,Presencial,Sudeste
95936,95937,2024-02-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_20791,250.0,Presencial,Sudeste
95943,95944,2023-02-11,São Paulo,Cabo HDMI,40.0,1,Cliente_9902,40.0,Presencial,Sudeste
95963,95964,2023-02-06,São Paulo,Notebook Dell,3500.0,1,Cliente_15066,3500.0,Presencial,Sudeste
95983,95984,2024-01-31,São Paulo,"Monitor 27""",1200.0,1,Cliente_2654,1200.0,Presencial,Sudeste
95984,95985,2023-04-17,São Paulo,Notebook Dell,3500.0,1,Cliente_23703,3500.0,Presencial,Sudeste
95994,95995,2023-06-18,São Paulo,Teclado Mecânico,250.0,1,Cliente_24270,250.0,Presencial,Sudeste
95998,95999,2023-07-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_29910,1200.0,Presencial,Sudeste
96002,96003,2024-06-13,São Paulo,Teclado Mecânico,250.0,1,Cliente_5007,250.0,Presencial,Sudeste
96012,96013,2023-05-28,São Paulo,Teclado Mecânico,250.0,1,Cliente_10098,250.0,Presencial,Sudeste
96037,96038,2023-06-03,São Paulo,Cabo HDMI,40.0,2,Cliente_18542,80.0,Presencial,Sudeste
96038,96039,2024-07-21,São Paulo,Teclado Mecânico,250.0,3,Cliente_4212,750.0,Presencial,Sudeste
96040,96041,2023-02-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_24286,1200.0,Presencial,Sudeste
96042,96043,2024-02-01,São Paulo,Mouse Gamer,120.0,5,Cliente_25966,600.0,Presencial,Sudeste
96050,96051,2024-09-30,São Paulo,Notebook HP,3200.0,2,Cliente_29436,6400.0,Presencial,Sudeste
96053,96054,2023-02-05,São Paulo,Notebook Dell,3500.0,1,Cliente_11171,3500.0,Presencial,Sudeste
96057,96058,2024-01-28,São Paulo,Smartphone Samsung,2200.0,2,Cliente_7526,4400.0,Presencial,Sudeste
96075,96076,2023-02-16,São Paulo,Mouse Gamer,120.0,3,Cliente_23846,360.0,Presencial,Sudeste
96081,96082,2024-04-09,São Paulo,iPhone 14,5500.0,2,Cliente_23189,11000.0,Presencial,Sudeste
96086,96087,2024-01-13,São Paulo,Notebook HP,3200.0,1,Cliente_3627,3200.0,Presencial,Sudeste
96090,96091,2024-05-09,São Paulo,Cabo HDMI,40.0,2,Cliente_2710,80.0,Presencial,Sudeste
96091,96092,2024-01-14,São Paulo,Smartphone Samsung,2200.0,1,Cliente_13563,2200.0,Presencial,Sudeste
96093,96094,2024-07-30,São Paulo,Smartphone Samsung,2200.0,1,Cliente_21893,2200.0,Presencial,Sudeste
96096,96097,2024-10-25,São Paulo,iPhone 14,5500.0,2,Cliente_28752,11000.0,Presencial,Sudeste
96104,96105,2024-02-13,São Paulo,Mouse Gamer,120.0,1,Cliente_3958,120.0,Presencial,Sudeste
96124,96125,2023-02-25,São Paulo,Mouse Gamer,120.0,1,Cliente_3697,120.0,Presencial,Sudeste
96125,96126,2024-11-01,São Paulo,Notebook HP,3200.0,1,Cliente_20026,3200.0,Presencial,Sudeste
96127,96128,2024-07-22,São Paulo,Cabo HDMI,40.0,1,Cliente_19489,40.0,Presencial,Sudeste
96146,96147,2023-05-25,São Paulo,Notebook Dell,3500.0,1,Cliente_7922,3500.0,Presencial,Sudeste
